Id,Pred
2017_1116_1348,0.344
2017_1116_1355,0.508
2017_1116_1371,0.5
2017_1116_1374,0.268
2017_1116_1376,0.404
2017_1116_1388,0.284
2017_1116_1407,0.44
2017_1116_1411,0.496
2017_1116_1413,0.548
2017_1116_1417,0.296
2017_1116_1423,0.416
2017_1116_1425,0.448
2017_1116_1433,0.428
2017_1116_1435,0.52
2017_1116_1436,0.372
2017_1116_1437,0.316
2017_1116_1438,0.348
2017_1116_1439,0.52
2017_1116_1448,0.472
2017_1116_1452,0.212
2017_1116_1455,0.264
2017_1116_1457,0.464
2017_1116_1458,0.276
2017_1116_1462,0.464
2017_1124_1137,0.556
2017_1124_1139,0.54
2017_1124_1153,0.428
2017_1124_1166,0.544
2017_1124_1173,0.488
2017_1124_1181,0.468
2017_1124_1190,0.5
2017_1124_1195,0.584
2017_1124_1196,0.412
2017_1124_1199,0.444
2017_1124_1211,0.452
2017_1124_1233,0.664
2017_1124_1235,0.56
2017_1124_1240,0.632
2017_1124_1242,0.504
2017_1124_1243,0.592
2017_1124_1245,0.644
2017_1124_1246,0.384
2017_1124_1257,0.436
2017_1124_1266,0.584
2017_1124_1268,0.628
2017_1124_1274,0.572
2017_1124_1276,0.544
2017_1124_1277,0.66
2017_1124_1278,0.604
2017_1124_1291,0.648
2017_1124_1292,0.532
2017_1124_1297,0.744
2017_1124_1300,0.536
2017_1124_1305,0.488
2017_1124_1308,0.488
2017_1124_1309,0.696
2017_1124_1314,0.392
2017_1124_1315,0.648
2017_1124_1321,0.572
2017_1124_1323,0.524
2017_1124_1329,0.548
2017_1124_1332,0.384
2017_1124_1343,0.496
2017_1124_1344,0.624
2017_1124_1345,0.42
2017_1124_1348,0.512
2017_1124_1355,0.668
2017_1124_1371,0.596
2017_1124_1374,0.372
2017_1124_1376,0.56
2017_1124_1388,0.344
2017_1124_1407,0.66
2017_1124_1411,0.668
2017_1124_1413,0.596
2017_1124_1417,0.352
2017_1124_1423,0.536
2017_1124_1425,0.588
2017_1124_1433,0.524
2017_1124_1435,0.648
2017_1124_1436,0.52
2017_1124_1437,0.38
2017_1124_1438,0.456
2017_1124_1439,0.58
2017_1124_1448,0.656
2017_1124_1452,0.328
2017_1124_1455,0.332
2017_1124_1457,0.512
2017_1124_1458,0.436
2017_1124_1462,0.604
2017_1137_1139,0.396
2017_1137_1153,0.312
2017_1137_1166,0.496
2017_1137_1173,0.396
2017_1137_1181,0.344
2017_1137_1190,0.428
2017_1137_1195,0.5
2017_1137_1196,0.284
2017_1137_1199,0.364
2017_1137_1211,0.312
2017_1137_1233,0.528
2017_1137_1235,0.428
2017_1137_1240,0.544
2017_1137_1242,0.332
2017_1137_1243,0.456
2017_1137_1245,0.544
2017_1137_1246,0.264
2017_1137_1257,0.336
2017_1137_1266,0.448
2017_1137_1268,0.46
2017_1137_1274,0.424
2017_1137_1276,0.416
2017_1137_1277,0.56
2017_1137_1278,0.44
2017_1137_1291,0.58
2017_1137_1292,0.412
2017_1137_1297,0.58
2017_1137_1300,0.472
2017_1137_1305,0.412
2017_1137_1308,0.42
2017_1137_1309,0.568
2017_1137_1314,0.268
2017_1137_1315,0.52
2017_1137_1321,0.436
2017_1137_1323,0.448
2017_1137_1329,0.416
2017_1137_1332,0.256
2017_1137_1343,0.388
2017_1137_1344,0.548
2017_1137_1345,0.316
2017_1137_1348,0.392
2017_1137_1355,0.552
2017_1137_1371,0.492
2017_1137_1374,0.288
2017_1137_1376,0.416
2017_1137_1388,0.304
2017_1137_1407,0.528
2017_1137_1411,0.584
2017_1137_1413,0.508
2017_1137_1417,0.26
2017_1137_1423,0.492
2017_1137_1425,0.504
2017_1137_1433,0.448
2017_1137_1435,0.488
2017_1137_1436,0.4
2017_1137_1437,0.272
2017_1137_1438,0.364
2017_1137_1439,0.456
2017_1137_1448,0.516
2017_1137_1452,0.196
2017_1137_1455,0.288
2017_1137_1457,0.448
2017_1137_1458,0.304
2017_1137_1462,0.428
2017_1139_1153,0.392
2017_1139_1166,0.552
2017_1139_1173,0.432
2017_1139_1181,0.448
2017_1139_1190,0.46
2017_1139_1195,0.564
2017_1139_1196,0.344
2017_1139_1199,0.472
2017_1139_1211,0.328
2017_1139_1233,0.612
2017_1139_1235,0.5
2017_1139_1240,0.568
2017_1139_1242,0.436
2017_1139_1243,0.532
2017_1139_1245,0.612
2017_1139_1246,0.304
2017_1139_1257,0.416
2017_1139_1266,0.56
2017_1139_1268,0.556
2017_1139_1274,0.448
2017_1139_1276,0.488
2017_1139_1277,0.596
2017_1139_1278,0.544
2017_1139_1291,0.656
2017_1139_1292,0.528
2017_1139_1297,0.632
2017_1139_1300,0.524
2017_1139_1305,0.436
2017_1139_1308,0.464
2017_1139_1309,0.628
2017_1139_1314,0.376
2017_1139_1315,0.616
2017_1139_1321,0.508
2017_1139_1323,0.492
2017_1139_1329,0.508
2017_1139_1332,0.356
2017_1139_1343,0.448
2017_1139_1344,0.548
2017_1139_1345,0.392
2017_1139_1348,0.424
2017_1139_1355,0.576
2017_1139_1371,0.592
2017_1139_1374,0.316
2017_1139_1376,0.476
2017_1139_1388,0.296
2017_1139_1407,0.588
2017_1139_1411,0.652
2017_1139_1413,0.62
2017_1139_1417,0.24
2017_1139_1423,0.552
2017_1139_1425,0.56
2017_1139_1433,0.5
2017_1139_1435,0.552
2017_1139_1436,0.52
2017_1139_1437,0.292
2017_1139_1438,0.468
2017_1139_1439,0.524
2017_1139_1448,0.596
2017_1139_1452,0.236
2017_1139_1455,0.272
2017_1139_1457,0.48
2017_1139_1458,0.408
2017_1139_1462,0.56
2017_1153_1166,0.568
2017_1153_1173,0.564
2017_1153_1181,0.592
2017_1153_1190,0.6
2017_1153_1195,0.792
2017_1153_1196,0.588
2017_1153_1199,0.572
2017_1153_1211,0.512
2017_1153_1233,0.804
2017_1153_1235,0.572
2017_1153_1240,0.804
2017_1153_1242,0.64
2017_1153_1243,0.756
2017_1153_1245,0.776
2017_1153_1246,0.544
2017_1153_1257,0.576
2017_1153_1266,0.696
2017_1153_1268,0.78
2017_1153_1274,0.748
2017_1153_1276,0.616
2017_1153_1277,0.76
2017_1153_1278,0.804
2017_1153_1291,0.824
2017_1153_1292,0.612
2017_1153_1297,0.756
2017_1153_1300,0.668
2017_1153_1305,0.596
2017_1153_1308,0.532
2017_1153_1309,0.844
2017_1153_1314,0.544
2017_1153_1315,0.796
2017_1153_1321,0.756
2017_1153_1323,0.628
2017_1153_1329,0.752
2017_1153_1332,0.556
2017_1153_1343,0.652
2017_1153_1344,0.772
2017_1153_1345,0.604
2017_1153_1348,0.584
2017_1153_1355,0.776
2017_1153_1371,0.752
2017_1153_1374,0.48
2017_1153_1376,0.732
2017_1153_1388,0.564
2017_1153_1407,0.764
2017_1153_1411,0.808
2017_1153_1413,0.808
2017_1153_1417,0.476
2017_1153_1423,0.624
2017_1153_1425,0.728
2017_1153_1433,0.676
2017_1153_1435,0.772
2017_1153_1436,0.624
2017_1153_1437,0.528
2017_1153_1438,0.592
2017_1153_1439,0.78
2017_1153_1448,0.788
2017_1153_1452,0.436
2017_1153_1455,0.472
2017_1153_1457,0.732
2017_1153_1458,0.584
2017_1153_1462,0.756
2017_1166_1173,0.436
2017_1166_1181,0.384
2017_1166_1190,0.456
2017_1166_1195,0.496
2017_1166_1196,0.34
2017_1166_1199,0.384
2017_1166_1211,0.408
2017_1166_1233,0.576
2017_1166_1235,0.452
2017_1166_1240,0.544
2017_1166_1242,0.432
2017_1166_1243,0.54
2017_1166_1245,0.58
2017_1166_1246,0.32
2017_1166_1257,0.38
2017_1166_1266,0.536
2017_1166_1268,0.552
2017_1166_1274,0.476
2017_1166_1276,0.428
2017_1166_1277,0.572
2017_1166_1278,0.508
2017_1166_1291,0.584
2017_1166_1292,0.452
2017_1166_1297,0.572
2017_1166_1300,0.504
2017_1166_1305,0.484
2017_1166_1308,0.432
2017_1166_1309,0.576
2017_1166_1314,0.324
2017_1166_1315,0.58
2017_1166_1321,0.532
2017_1166_1323,0.46
2017_1166_1329,0.476
2017_1166_1332,0.348
2017_1166_1343,0.456
2017_1166_1344,0.572
2017_1166_1345,0.352
2017_1166_1348,0.428
2017_1166_1355,0.536
2017_1166_1371,0.556
2017_1166_1374,0.312
2017_1166_1376,0.444
2017_1166_1388,0.352
2017_1166_1407,0.556
2017_1166_1411,0.584
2017_1166_1413,0.58
2017_1166_1417,0.316
2017_1166_1423,0.48
2017_1166_1425,0.492
2017_1166_1433,0.476
2017_1166_1435,0.6
2017_1166_1436,0.464
2017_1166_1437,0.344
2017_1166_1438,0.428
2017_1166_1439,0.492
2017_1166_1448,0.596
2017_1166_1452,0.312
2017_1166_1455,0.344
2017_1166_1457,0.424
2017_1166_1458,0.384
2017_1166_1462,0.548
2017_1173_1181,0.38
2017_1173_1190,0.42
2017_1173_1195,0.564
2017_1173_1196,0.356
2017_1173_1199,0.38
2017_1173_1211,0.38
2017_1173_1233,0.62
2017_1173_1235,0.424
2017_1173_1240,0.588
2017_1173_1242,0.38
2017_1173_1243,0.536
2017_1173_1245,0.644
2017_1173_1246,0.3
2017_1173_1257,0.336
2017_1173_1266,0.5
2017_1173_1268,0.536
2017_1173_1274,0.468
2017_1173_1276,0.396
2017_1173_1277,0.588
2017_1173_1278,0.516
2017_1173_1291,0.636
2017_1173_1292,0.412
2017_1173_1297,0.636
2017_1173_1300,0.484
2017_1173_1305,0.404
2017_1173_1308,0.412
2017_1173_1309,0.692
2017_1173_1314,0.336
2017_1173_1315,0.644
2017_1173_1321,0.5
2017_1173_1323,0.42
2017_1173_1329,0.488
2017_1173_1332,0.312
2017_1173_1343,0.388
2017_1173_1344,0.58
2017_1173_1345,0.408
2017_1173_1348,0.384
2017_1173_1355,0.632
2017_1173_1371,0.576
2017_1173_1374,0.34
2017_1173_1376,0.472
2017_1173_1388,0.352
2017_1173_1407,0.58
2017_1173_1411,0.668
2017_1173_1413,0.612
2017_1173_1417,0.316
2017_1173_1423,0.472
2017_1173_1425,0.524
2017_1173_1433,0.42
2017_1173_1435,0.584
2017_1173_1436,0.452
2017_1173_1437,0.276
2017_1173_1438,0.424
2017_1173_1439,0.504
2017_1173_1448,0.576
2017_1173_1452,0.288
2017_1173_1455,0.336
2017_1173_1457,0.42
2017_1173_1458,0.352
2017_1173_1462,0.572
2017_1181_1190,0.604
2017_1181_1195,0.724
2017_1181_1196,0.548
2017_1181_1199,0.588
2017_1181_1211,0.476
2017_1181_1233,0.696
2017_1181_1235,0.6
2017_1181_1240,0.664
2017_1181_1242,0.58
2017_1181_1243,0.696
2017_1181_1245,0.656
2017_1181_1246,0.44
2017_1181_1257,0.564
2017_1181_1266,0.624
2017_1181_1268,0.644
2017_1181_1274,0.584
2017_1181_1276,0.58
2017_1181_1277,0.7
2017_1181_1278,0.6
2017_1181_1291,0.704
2017_1181_1292,0.64
2017_1181_1297,0.736
2017_1181_1300,0.628
2017_1181_1305,0.612
2017_1181_1308,0.652
2017_1181_1309,0.732
2017_1181_1314,0.448
2017_1181_1315,0.752
2017_1181_1321,0.6
2017_1181_1323,0.616
2017_1181_1329,0.604
2017_1181_1332,0.476
2017_1181_1343,0.656
2017_1181_1344,0.64
2017_1181_1345,0.556
2017_1181_1348,0.592
2017_1181_1355,0.704
2017_1181_1371,0.644
2017_1181_1374,0.432
2017_1181_1376,0.584
2017_1181_1388,0.412
2017_1181_1407,0.664
2017_1181_1411,0.764
2017_1181_1413,0.7
2017_1181_1417,0.412
2017_1181_1423,0.636
2017_1181_1425,0.624
2017_1181_1433,0.536
2017_1181_1435,0.684
2017_1181_1436,0.604
2017_1181_1437,0.436
2017_1181_1438,0.584
2017_1181_1439,0.656
2017_1181_1448,0.692
2017_1181_1452,0.404
2017_1181_1455,0.432
2017_1181_1457,0.648
2017_1181_1458,0.512
2017_1181_1462,0.672
2017_1190_1195,0.628
2017_1190_1196,0.44
2017_1190_1199,0.444
2017_1190_1211,0.404
2017_1190_1233,0.608
2017_1190_1235,0.532
2017_1190_1240,0.62
2017_1190_1242,0.46
2017_1190_1243,0.556
2017_1190_1245,0.612
2017_1190_1246,0.368
2017_1190_1257,0.476
2017_1190_1266,0.552
2017_1190_1268,0.576
2017_1190_1274,0.476
2017_1190_1276,0.52
2017_1190_1277,0.592
2017_1190_1278,0.488
2017_1190_1291,0.624
2017_1190_1292,0.58
2017_1190_1297,0.672
2017_1190_1300,0.604
2017_1190_1305,0.52
2017_1190_1308,0.476
2017_1190_1309,0.66
2017_1190_1314,0.408
2017_1190_1315,0.616
2017_1190_1321,0.496
2017_1190_1323,0.48
2017_1190_1329,0.5
2017_1190_1332,0.332
2017_1190_1343,0.484
2017_1190_1344,0.588
2017_1190_1345,0.416
2017_1190_1348,0.516
2017_1190_1355,0.656
2017_1190_1371,0.568
2017_1190_1374,0.38
2017_1190_1376,0.484
2017_1190_1388,0.376
2017_1190_1407,0.6
2017_1190_1411,0.652
2017_1190_1413,0.616
2017_1190_1417,0.348
2017_1190_1423,0.524
2017_1190_1425,0.556
2017_1190_1433,0.492
2017_1190_1435,0.552
2017_1190_1436,0.528
2017_1190_1437,0.348
2017_1190_1438,0.452
2017_1190_1439,0.532
2017_1190_1448,0.612
2017_1190_1452,0.332
2017_1190_1455,0.356
2017_1190_1457,0.512
2017_1190_1458,0.408
2017_1190_1462,0.572
2017_1195_1196,0.216
2017_1195_1199,0.28
2017_1195_1211,0.228
2017_1195_1233,0.384
2017_1195_1235,0.308
2017_1195_1240,0.32
2017_1195_1242,0.228
2017_1195_1243,0.316
2017_1195_1245,0.36
2017_1195_1246,0.196
2017_1195_1257,0.216
2017_1195_1266,0.412
2017_1195_1268,0.3
2017_1195_1274,0.296
2017_1195_1276,0.268
2017_1195_1277,0.388
2017_1195_1278,0.308
2017_1195_1291,0.396
2017_1195_1292,0.26
2017_1195_1297,0.38
2017_1195_1300,0.268
2017_1195_1305,0.216
2017_1195_1308,0.228
2017_1195_1309,0.412
2017_1195_1314,0.168
2017_1195_1315,0.436
2017_1195_1321,0.328
2017_1195_1323,0.288
2017_1195_1329,0.252
2017_1195_1332,0.176
2017_1195_1343,0.288
2017_1195_1344,0.372
2017_1195_1345,0.18
2017_1195_1348,0.236
2017_1195_1355,0.34
2017_1195_1371,0.308
2017_1195_1374,0.144
2017_1195_1376,0.3
2017_1195_1388,0.22
2017_1195_1407,0.332
2017_1195_1411,0.38
2017_1195_1413,0.364
2017_1195_1417,0.18
2017_1195_1423,0.312
2017_1195_1425,0.356
2017_1195_1433,0.332
2017_1195_1435,0.348
2017_1195_1436,0.284
2017_1195_1437,0.192
2017_1195_1438,0.268
2017_1195_1439,0.328
2017_1195_1448,0.344
2017_1195_1452,0.136
2017_1195_1455,0.204
2017_1195_1457,0.288
2017_1195_1458,0.2
2017_1195_1462,0.32
2017_1196_1199,0.52
2017_1196_1211,0.404
2017_1196_1233,0.72
2017_1196_1235,0.56
2017_1196_1240,0.716
2017_1196_1242,0.512
2017_1196_1243,0.636
2017_1196_1245,0.7
2017_1196_1246,0.416
2017_1196_1257,0.464
2017_1196_1266,0.628
2017_1196_1268,0.652
2017_1196_1274,0.568
2017_1196_1276,0.52
2017_1196_1277,0.68
2017_1196_1278,0.612
2017_1196_1291,0.772
2017_1196_1292,0.624
2017_1196_1297,0.764
2017_1196_1300,0.612
2017_1196_1305,0.52
2017_1196_1308,0.516
2017_1196_1309,0.792
2017_1196_1314,0.428
2017_1196_1315,0.728
2017_1196_1321,0.568
2017_1196_1323,0.568
2017_1196_1329,0.584
2017_1196_1332,0.4
2017_1196_1343,0.612
2017_1196_1344,0.64
2017_1196_1345,0.488
2017_1196_1348,0.508
2017_1196_1355,0.744
2017_1196_1371,0.624
2017_1196_1374,0.412
2017_1196_1376,0.592
2017_1196_1388,0.428
2017_1196_1407,0.7
2017_1196_1411,0.776
2017_1196_1413,0.752
2017_1196_1417,0.376
2017_1196_1423,0.572
2017_1196_1425,0.656
2017_1196_1433,0.536
2017_1196_1435,0.7
2017_1196_1436,0.54
2017_1196_1437,0.424
2017_1196_1438,0.536
2017_1196_1439,0.648
2017_1196_1448,0.664
2017_1196_1452,0.356
2017_1196_1455,0.368
2017_1196_1457,0.596
2017_1196_1458,0.464
2017_1196_1462,0.652
2017_1199_1211,0.436
2017_1199_1233,0.732
2017_1199_1235,0.604
2017_1199_1240,0.696
2017_1199_1242,0.512
2017_1199_1243,0.656
2017_1199_1245,0.7
2017_1199_1246,0.368
2017_1199_1257,0.44
2017_1199_1266,0.656
2017_1199_1268,0.696
2017_1199_1274,0.588
2017_1199_1276,0.528
2017_1199_1277,0.712
2017_1199_1278,0.628
2017_1199_1291,0.728
2017_1199_1292,0.528
2017_1199_1297,0.716
2017_1199_1300,0.596
2017_1199_1305,0.576
2017_1199_1308,0.496
2017_1199_1309,0.744
2017_1199_1314,0.36
2017_1199_1315,0.74
2017_1199_1321,0.624
2017_1199_1323,0.596
2017_1199_1329,0.624
2017_1199_1332,0.416
2017_1199_1343,0.552
2017_1199_1344,0.668
2017_1199_1345,0.452
2017_1199_1348,0.56
2017_1199_1355,0.74
2017_1199_1371,0.628
2017_1199_1374,0.356
2017_1199_1376,0.612
2017_1199_1388,0.392
2017_1199_1407,0.72
2017_1199_1411,0.728
2017_1199_1413,0.732
2017_1199_1417,0.352
2017_1199_1423,0.56
2017_1199_1425,0.616
2017_1199_1433,0.576
2017_1199_1435,0.716
2017_1199_1436,0.52
2017_1199_1437,0.364
2017_1199_1438,0.524
2017_1199_1439,0.68
2017_1199_1448,0.684
2017_1199_1452,0.288
2017_1199_1455,0.416
2017_1199_1457,0.624
2017_1199_1458,0.5
2017_1199_1462,0.648
2017_1211_1233,0.852
2017_1211_1235,0.712
2017_1211_1240,0.872
2017_1211_1242,0.588
2017_1211_1243,0.832
2017_1211_1245,0.868
2017_1211_1246,0.544
2017_1211_1257,0.58
2017_1211_1266,0.808
2017_1211_1268,0.872
2017_1211_1274,0.816
2017_1211_1276,0.64
2017_1211_1277,0.852
2017_1211_1278,0.836
2017_1211_1291,0.856
2017_1211_1292,0.644
2017_1211_1297,0.844
2017_1211_1300,0.632
2017_1211_1305,0.66
2017_1211_1308,0.62
2017_1211_1309,0.9
2017_1211_1314,0.616
2017_1211_1315,0.84
2017_1211_1321,0.868
2017_1211_1323,0.744
2017_1211_1329,0.784
2017_1211_1332,0.544
2017_1211_1343,0.692
2017_1211_1344,0.848
2017_1211_1345,0.644
2017_1211_1348,0.7
2017_1211_1355,0.884
2017_1211_1371,0.816
2017_1211_1374,0.504
2017_1211_1376,0.812
2017_1211_1388,0.54
2017_1211_1407,0.872
2017_1211_1411,0.868
2017_1211_1413,0.864
2017_1211_1417,0.496
2017_1211_1423,0.636
2017_1211_1425,0.824
2017_1211_1433,0.756
2017_1211_1435,0.824
2017_1211_1436,0.628
2017_1211_1437,0.524
2017_1211_1438,0.568
2017_1211_1439,0.82
2017_1211_1448,0.832
2017_1211_1452,0.492
2017_1211_1455,0.5
2017_1211_1457,0.772
2017_1211_1458,0.628
2017_1211_1462,0.82
2017_1233_1235,0.228
2017_1233_1240,0.364
2017_1233_1242,0.136
2017_1233_1243,0.368
2017_1233_1245,0.388
2017_1233_1246,0.104
2017_1233_1257,0.104
2017_1233_1266,0.32
2017_1233_1268,0.288
2017_1233_1274,0.324
2017_1233_1276,0.188
2017_1233_1277,0.372
2017_1233_1278,0.336
2017_1233_1291,0.408
2017_1233_1292,0.172
2017_1233_1297,0.384
2017_1233_1300,0.252
2017_1233_1305,0.204
2017_1233_1308,0.208
2017_1233_1309,0.408
2017_1233_1314,0.096
2017_1233_1315,0.368
2017_1233_1321,0.292
2017_1233_1323,0.264
2017_1233_1329,0.276
2017_1233_1332,0.112
2017_1233_1343,0.232
2017_1233_1344,0.32
2017_1233_1345,0.104
2017_1233_1348,0.244
2017_1233_1355,0.396
2017_1233_1371,0.364
2017_1233_1374,0.108
2017_1233_1376,0.228
2017_1233_1388,0.096
2017_1233_1407,0.324
2017_1233_1411,0.432
2017_1233_1413,0.34
2017_1233_1417,0.1
2017_1233_1423,0.188
2017_1233_1425,0.352
2017_1233_1433,0.252
2017_1233_1435,0.376
2017_1233_1436,0.184
2017_1233_1437,0.088
2017_1233_1438,0.144
2017_1233_1439,0.348
2017_1233_1448,0.304
2017_1233_1452,0.068
2017_1233_1455,0.164
2017_1233_1457,0.268
2017_1233_1458,0.12
2017_1233_1462,0.328
2017_1235_1240,0.592
2017_1235_1242,0.424
2017_1235_1243,0.532
2017_1235_1245,0.608
2017_1235_1246,0.324
2017_1235_1257,0.368
2017_1235_1266,0.58
2017_1235_1268,0.556
2017_1235_1274,0.472
2017_1235_1276,0.452
2017_1235_1277,0.632
2017_1235_1278,0.552
2017_1235_1291,0.644
2017_1235_1292,0.452
2017_1235_1297,0.692
2017_1235_1300,0.548
2017_1235_1305,0.524
2017_1235_1308,0.456
2017_1235_1309,0.624
2017_1235_1314,0.348
2017_1235_1315,0.628
2017_1235_1321,0.552
2017_1235_1323,0.496
2017_1235_1329,0.504
2017_1235_1332,0.352
2017_1235_1343,0.484
2017_1235_1344,0.624
2017_1235_1345,0.428
2017_1235_1348,0.472
2017_1235_1355,0.632
2017_1235_1371,0.612
2017_1235_1374,0.328
2017_1235_1376,0.5
2017_1235_1388,0.308
2017_1235_1407,0.588
2017_1235_1411,0.684
2017_1235_1413,0.588
2017_1235_1417,0.28
2017_1235_1423,0.504
2017_1235_1425,0.556
2017_1235_1433,0.46
2017_1235_1435,0.564
2017_1235_1436,0.504
2017_1235_1437,0.308
2017_1235_1438,0.436
2017_1235_1439,0.552
2017_1235_1448,0.624
2017_1235_1452,0.284
2017_1235_1455,0.312
2017_1235_1457,0.536
2017_1235_1458,0.396
2017_1235_1462,0.588
2017_1240_1242,0.164
2017_1240_1243,0.352
2017_1240_1245,0.4
2017_1240_1246,0.128
2017_1240_1257,0.136
2017_1240_1266,0.38
2017_1240_1268,0.352
2017_1240_1274,0.356
2017_1240_1276,0.228
2017_1240_1277,0.408
2017_1240_1278,0.364
2017_1240_1291,0.412
2017_1240_1292,0.18
2017_1240_1297,0.42
2017_1240_1300,0.216
2017_1240_1305,0.172
2017_1240_1308,0.196
2017_1240_1309,0.464
2017_1240_1314,0.152
2017_1240_1315,0.428
2017_1240_1321,0.32
2017_1240_1323,0.224
2017_1240_1329,0.3
2017_1240_1332,0.152
2017_1240_1343,0.224
2017_1240_1344,0.352
2017_1240_1345,0.16
2017_1240_1348,0.264
2017_1240_1355,0.408
2017_1240_1371,0.348
2017_1240_1374,0.14
2017_1240_1376,0.28
2017_1240_1388,0.156
2017_1240_1407,0.388
2017_1240_1411,0.448
2017_1240_1413,0.344
2017_1240_1417,0.152
2017_1240_1423,0.2
2017_1240_1425,0.384
2017_1240_1433,0.296
2017_1240_1435,0.344
2017_1240_1436,0.196
2017_1240_1437,0.108
2017_1240_1438,0.148
2017_1240_1439,0.356
2017_1240_1448,0.332
2017_1240_1452,0.124
2017_1240_1455,0.176
2017_1240_1457,0.268
2017_1240_1458,0.144
2017_1240_1462,0.432
2017_1242_1243,0.592
2017_1242_1245,0.68
2017_1242_1246,0.4
2017_1242_1257,0.532
2017_1242_1266,0.62
2017_1242_1268,0.652
2017_1242_1274,0.588
2017_1242_1276,0.556
2017_1242_1277,0.684
2017_1242_1278,0.62
2017_1242_1291,0.74
2017_1242_1292,0.608
2017_1242_1297,0.776
2017_1242_1300,0.624
2017_1242_1305,0.58
2017_1242_1308,0.548
2017_1242_1309,0.724
2017_1242_1314,0.42
2017_1242_1315,0.684
2017_1242_1321,0.648
2017_1242_1323,0.472
2017_1242_1329,0.576
2017_1242_1332,0.468
2017_1242_1343,0.572
2017_1242_1344,0.684
2017_1242_1345,0.524
2017_1242_1348,0.544
2017_1242_1355,0.732
2017_1242_1371,0.66
2017_1242_1374,0.444
2017_1242_1376,0.568
2017_1242_1388,0.404
2017_1242_1407,0.692
2017_1242_1411,0.716
2017_1242_1413,0.708
2017_1242_1417,0.34
2017_1242_1423,0.58
2017_1242_1425,0.6
2017_1242_1433,0.5
2017_1242_1435,0.66
2017_1242_1436,0.58
2017_1242_1437,0.4
2017_1242_1438,0.528
2017_1242_1439,0.7
2017_1242_1448,0.68
2017_1242_1452,0.368
2017_1242_1455,0.4
2017_1242_1457,0.584
2017_1242_1458,0.504
2017_1242_1462,0.624
2017_1243_1245,0.448
2017_1243_1246,0.304
2017_1243_1257,0.192
2017_1243_1266,0.432
2017_1243_1268,0.412
2017_1243_1274,0.408
2017_1243_1276,0.356
2017_1243_1277,0.512
2017_1243_1278,0.372
2017_1243_1291,0.504
2017_1243_1292,0.328
2017_1243_1297,0.472
2017_1243_1300,0.34
2017_1243_1305,0.308
2017_1243_1308,0.296
2017_1243_1309,0.504
2017_1243_1314,0.26
2017_1243_1315,0.464
2017_1243_1321,0.38
2017_1243_1323,0.36
2017_1243_1329,0.364
2017_1243_1332,0.228
